document_id,RawText,clean_text
3340,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3341,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3342,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3343,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3344,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3345,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3346,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3347,"""Thus general perception in Africa OTP practises selective prosecution using geopolitical considerations targeting Africa casting blind eye on atrocities committed in Syria

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow https://t.co/dxBfssLtjI",thu gener percept africa otp practis select prosecut use geopolit consider target africa cast blind eye atroc commit syria holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co dxbfssltji
3348,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3349,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3350,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3351,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3352,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
3353,"RT @inartfairNYK: ""The ICC represents a tool for Western powers to further demean already demeaned victims of past colonialism with the hel…",inartfairnyk the icc repres tool western power demean alreadi demean victim past coloni hel
3354,"10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #BlackLivesMatter https://t.co/C3aiOX5gBQ",year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blacklivesmatt http co caioxgbq
3355,@Florent89813112 I’m watching it now. That foolishness about #BlackLivesMatter wanting everything burned down in their own neighborhood is INSULTING and false! Shame on Tyler Perry!,florent i watch that foolish blacklivesmatt want everyth burn neighborhood insult fals shame tyler perri
3356,"@ultimenotizie #Finlandia and #Svezia are already in @NATO  and Russia have not noticed! 

Russia invaded to invade!

@mfa_russia #FreeUkraine #PeaceNoWar 

#WomanLivesMatter #BlackLivesMatter #NoJusticeNoPeace 

@vonderleyen @EP_President @Lagarde @KamalaHarris https://t.co/pw08CcgbRB",ultimenotizi finlandia svezia alreadi nato russia notic russia invad invad mfa russia freeukrain peacenowar womanlivesmatt blacklivesmatt nojusticenopeac vonderleyen ep presid lagard kamalaharri http co pwccgbrb
3357,"RT @KrisB_Brown: While Trayvon's murder helped ignite the #BlackLivesMatter movement, a decade later Black Americans still have to live in…",krisb brown while trayvon murder help ignit blacklivesmatt movement decad later black american still live
3358,We must end #SYG because #BlackLivesMatter I still hear Trayvon Martin yelling for help. #TrayvonMartin https://t.co/EWw0gAkXNt,we must end syg blacklivesmatt i still hear trayvon martin yell help trayvonmartin http co ewwgakxnt
3359,Victor White III #BlackLivesMatter,victor white iii blacklivesmatt
3360,🗣😔😢😭#Pensicola #Florida #Police cause brain damage to a 1 year old AFRICAN-AMERICAN infant. Support #CoryMarioneauxJr faces attempted murder charges😤No words to describe my💔 #NAACP #BlackLivesMatter #boycott #NavyFederalCreditUnion withdraw ALL Funds https://t.co/Of0FwOwTdA,pensicola florida polic caus brain damag year old african american infant support corymarioneauxjr face attempt murder charg no word describ naacp blacklivesmatt boycott navyfederalcreditunion withdraw all fund http co offwowtda
3361,RT @doumar_praise: @WW3updated Except Black People #BlackLivesMatter,doumar prais wwupdat except black peopl blacklivesmatt
3362,"RT @TheBLKPanthers: The Afro Latino who redefined how Black history is remembered
https://t.co/XJNbfR6n96
~~~~
#JusticeForAll #BlackLivesMa…",theblkpanth the afro latino redefin black histori rememb http co xjnbfrn justiceforal blacklivesma
3363,RT @LuigiOmalley2: 10 years ago today Trayvon Martin #BlackLivesMatter https://t.co/Xp14M7nmxT,luigiomalley year ago today trayvon martin blacklivesmatt http co xpmnmxt
3364,"RT @TheBLKPanthers: The Afro Latino who redefined how Black history is remembered
https://t.co/XJNbfR6n96
~~~~
#JusticeForAll #BlackLivesMa…",theblkpanth the afro latino redefin black histori rememb http co xjnbfrn justiceforal blacklivesma
3365,@WW3updated Except Black People #BlackLivesMatter,wwupdat except black peopl blacklivesmatt
3366,"RT @KrisB_Brown: While Trayvon's murder helped ignite the #BlackLivesMatter movement, a decade later Black Americans still have to live in…",krisb brown while trayvon murder help ignit blacklivesmatt movement decad later black american still live
3367,"""The ICC represents a tool for Western powers to further demean already demeaned victims of past colonialism with the help of law which is a mere tool of Western domination""
#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",the icc repres tool western power demean alreadi demean victim past coloni help law mere tool western domin holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow
3368,RT @LuigiOmalley2: 10 years ago today Trayvon Martin #BlackLivesMatter https://t.co/Xp14M7nmxT,luigiomalley year ago today trayvon martin blacklivesmatt http co xpmnmxt
3369,"RT @HomeInnocents: 10 years later we remember Trayvon Martin and honor his memory by continuing the fight for justice. 💜

#TrayvonMartin #b…",homeinnoc year later rememb trayvon martin honor memori continu fight justic trayvonmartin b
3370,"Ten years ago #TravonMartin was killed. #WeThePeople still need #PoliceReform Pass the George Floyd act.
#BlackLivesMatter
All lives can't matter if black lives are not treated equally.",ten year ago travonmartin kill wethepeopl still need policereform pas georg floyd act blacklivesmatt all live matter black live treat equal
3371,"RT @DonnieSimpson: who sparked a movement that’s pushing this country closer to living out it’s true creed.

#BLACKLIVESMATTER #TrayvonMart…",donniesimpson spark movement push countri closer live true creed blacklivesmatt trayvonmart
3372,"RT @DonnieSimpson: who sparked a movement that’s pushing this country closer to living out it’s true creed.

#BLACKLIVESMATTER #TrayvonMart…",donniesimpson spark movement push countri closer live true creed blacklivesmatt trayvonmart
3373,@covie_93 Agree #antifa and #BlackLivesMatter should be brought to justice,covi agre antifa blacklivesmatt brought justic
3374,RT @womenwotw1: @BettyMagness1 @TJC_DC @iam_healed #BlackLivesMatter Florida teen Trayvon Martin is shot and killed https://t.co/CWf0rHg4jf,womenwotw bettymag tjc dc iam heal blacklivesmatt florida teen trayvon martin shot kill http co cwfrhgjf
3375,RT @NicolaADeMarco: @AsstSecStateAF There is an ETHIOPIAN diaspora here in the USA.  Oromo are an ethnic group inside of ONE NATION called…,nicolaademarco asstsecstateaf there ethiopian diaspora usa oromo ethnic group insid one nation call
3376,"Arrest Putin not me.

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow https://t.co/4HCOOBclPy",arrest putin holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co hcoobclpi
3377,"RT @Mindcite_US: Which Americans' fight on voting rights do you support?

Like/retweet for MLK and John Lewis's. 

Ignore for Mitch McConne…",mindcit u which american fight vote right support like retweet mlk john lewi ignor mitch mcconn
3378,"RT @tbasharks: Mon Jun 01 2020 DC, Washington DC - Australian news crew and protesters attacked by police WATCH: https://t.co/ojJSqU3LaU #D…",tbashark mon jun dc washington dc australian news crew protest attack polic watch http co ojjsqulau d
3379,"10 years later we remember Trayvon Martin and honor his memory by continuing the fight for justice. 💜

#TrayvonMartin #blacklivesmatter #SayTheirNames https://t.co/IEDI89ONdZ",year later rememb trayvon martin honor memori continu fight justic trayvonmartin blacklivesmatt saytheirnam http co iediondz
3380,Friendly reminder: there was plenty of war already. #palestine #africa #afghanistan #mali #ethiopia #eritrea #blm #blacklivesmatter #muslimlivesmatter #nativelivesmatter https://t.co/BVVb3U1rJg,friendli remind plenti war alreadi palestin africa afghanistan mali ethiopia eritrea blm blacklivesmatt muslimlivesmatt nativelivesmatt http co bvvburjg
3381,"🖖 Harm None, You do you.
🖖 No follow for follow. #NoF4F 
🖖 #ProChoice 
🖖 #AbortionIsHealthcare 
🖖 #AbortionIsARight 
🖖 #WomensEmpowerment 
🖖 #StoptheShock #Autism 
🖖 #GetVaccinated 
🖖 #WearAMask 
🖖 #MentalHealthAwareness 
🖖 #ACAB 
🖖 #BlackLivesMatter",harm none you no follow follow noff prochoic abortionishealthcar abortionisaright womensempower stoptheshock autism getvaccin wearamask mentalhealthawar acab blacklivesmatt
3382,"RT @ultrarotom: URGENT:

Please help these people in Kenya by sharing and donating if you can, because they're running out of money for foo…",ultrarotom urgent plea help peopl kenya share donat run money foo
3383,RT @LemStraw: @NoLieWithBTC Imagine where Candace Owens would be if there was no Department of Education and people had not fought for the…,lemstraw noliewithbtc imagin candac owen would depart educ peopl fought
3384,RT @BC42766710B: @Dyani_2u @EdzOfPain M'Baku being one of King T'Challa's enemy is very hard to take 😔  become the black panther. #SaveTCha…,bcb dyani u edzofpain m baku one king t challa enemi hard take becom black panther savetcha
3385,"""This postcolonial view on the ICC portrays the court as a Western master exercising imperial power over African subjects.""

https://t.co/Pcd8rVwkM2 #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",thi postcoloni view icc portray court western master exercis imperi power african subject http co pcdrvwkm holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow
3386,"Mon Jun 01 2020 DC, Washington DC - Australian news crew and protesters attacked by police WATCH: https://t.co/ojJSqU3LaU #DCWashington DC #DPD #blacklivesmatter #blm #defundthepolice #abolishthepolice",mon jun dc washington dc australian news crew protest attack polic watch http co ojjsqulau dcwashington dc dpd blacklivesmatt blm defundthepolic abolishthepolic
3387,RT @CheriDiNovo: This is shocking. We all knew about his transphobia etc but now this. Editor of Harvard Law Review. Years of experience on…,cheridinovo thi shock we knew transphobia etc editor harvard law review year experi
3388,RT @womenwotw1: @BettyMagness1 @TJC_DC @iam_healed #BlackLivesMatter Florida teen Trayvon Martin is shot and killed https://t.co/CWf0rHg4jf,womenwotw bettymag tjc dc iam heal blacklivesmatt florida teen trayvon martin shot kill http co cwfrhgjf
3389,"""Professor Mamdani accuses the ICC of «[…] rapidly turning into a Western court to try African crimes against humanity"" 

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",professor mamdani accus icc rapidli turn western court tri african crime human holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow
3390,"RT @LuelHelen: The least we can do is to tweet #TigrayGenocide 
#BlackLivesMatter 
#TigrayCantWait",luelhelen the least tweet tigraygenocid blacklivesmatt tigraycantwait
3391,"RT @ISASaxonists: 24. Tamir Rice, age 12, died Nov. 22, 2014
Killed while playing in a park with a toy gun. Someone called the cops on him…",isasaxonist tamir rice age die nov kill play park toy gun someon call cop
3392,"RT @AllAboveAll: #TrayvonMartin should still be here. He should have turned 27 this month, surrounded by his friends and family. Today, we…",allaboveal trayvonmartin still he turn month surround friend famili today
3393,"#TrayvonMartin should still be here. He should have turned 27 this month, surrounded by his friends and family. Today, we remember him, we say his name, and we keep fighting for him and for racial justice. 
#BlackLivesMatter #RestInPower",trayvonmartin still he turn month surround friend famili today rememb say name keep fight racial justic blacklivesmatt restinpow
3394,"RT @ISASaxonists: 4. Trayvon Martin, age 17, died Feb. 26, 2012
Racially profiled while walking home from 7/11 with skittles &amp; Arizona Wate…",isasaxonist trayvon martin age die feb racial profil walk home skittl amp arizona wate
3395,@BarackObama Thank you for remembering. #BlackLivesMatter,barackobama thank rememb blacklivesmatt
3396,"RT @ISASaxonists: For those who ask for #antiracist tips &amp; recommended readings, I've compiled all previous threads with info in this meta-…",isasaxonist for ask antiracist tip amp recommend read i compil previou thread info meta
3397,"""Ten out of thirteen situations under investigation of the ICC concerned African states. All of the concluded cases of the ICC are African.""

https://t.co/Pcd8rVwkM2… #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",ten thirteen situat investig icc concern african state all conclud case icc african http co pcdrvwkm holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow
3398,RT @MASTERJOEYJEDI: @FalklandsWars #JewlivesMatter #remember also #TravyonMartin  #BlackLivesMatter movement started with George Zimmerman…,masterjoeyjedi falklandswar jewlivesmatt rememb also travyonmartin blacklivesmatt movement start georg zimmerman
3399,RT @GenXIsNotWoke: #Maddow #Bitcoin #CNN #ElizabethWarren #Manchin #Covid_19 #Pelosi #TheSquad #NYC #AOC #FoxNews #MSNBC #BernieSanders #Bl…,genxisnotwok maddow bitcoin cnn elizabethwarren manchin covid pelosi thesquad nyc aoc foxnew msnbc berniesand bl
3400,"#BlackLivesMatter #everylivesmatter . It's time to work for financial freedom for everyone.

8 billion population on the earth, 2767 billionaires. It's a SHAME for MANKIND. 

decentralized finance is humanity.

our #NFTs are different than others.
#NFT #ETH #Bitcoin #NFTCommunity https://t.co/lIj7Giap0P",blacklivesmatt everylivesmatt it time work financi freedom everyon billion popul earth billionair it shame mankind decentr financ human nft differ other nft eth bitcoin nftcommun http co lijgiapp
3401,"RT @inartfairNYK: FORMULA 1 AFRICA any investors contact me so I can help design it please...

#HolocaustMemorialDay #MLK #GrenfellTower #B…",inartfairnyk formula africa investor contact i help design plea holocaustmemorialday mlk grenfelltow b
3402,@FalklandsWars #JewlivesMatter #remember also #TravyonMartin  #BlackLivesMatter movement started with George Zimmerman killing a young American walking home. https://t.co/Tim3OuGInv,falklandswar jewlivesmatt rememb also travyonmartin blacklivesmatt movement start georg zimmerman kill young american walk home http co timouginv
3403,RT @sosamulah: #Day26 and she still not home. If you seen her or know anything about her disappearance please call authorities. My daughter…,sosamulah day still home if seen know anyth disappear plea call author my daughter
3404,"#Maddow #Bitcoin #CNN #ElizabethWarren #Manchin #Covid_19 #Pelosi #TheSquad #NYC #AOC #FoxNews #MSNBC #BernieSanders #BlackLivesMatter #Democrats #Biden

#NATO Pussies ARM #UKRAINE NOW!

https://t.co/2e8SK6Adb1",maddow bitcoin cnn elizabethwarren manchin covid pelosi thesquad nyc aoc foxnew msnbc berniesand blacklivesmatt democrat biden nato pussi arm ukrain now http co eskadb
3405,RT @achuorex1: @antonioguterres @UN Truly the @UN was born to end war. But I can confidently say that the @UN was born to promote war and g…,achuorex antonioguterr un truli un born end war but i confid say un born promot war g
3406,"RT @larryelder: Larry Elder Highlights — REALITY SLAP: Larry Elder Gives Black Lives Matter Leader a LECTURE on Crime and Poverty

@EpochTi…",larryeld larri elder highlight realiti slap larri elder give black live matter leader lectur crime poverti epochti
3407,"@ObamaFoundation @BarackObama Very moving statement, sir. Such a heartbreaking anniversary. There is still so much work to do, but as one people, we can achieve peace. #BlackLivesMatter",obamafound barackobama veri move statement sir such heartbreak anniversari there still much work one peopl achiev peac blacklivesmatt
3408,10 years ago today Trayvon Martin #BlackLivesMatter https://t.co/Xp14M7nmxT,year ago today trayvon martin blacklivesmatt http co xpmnmxt
3409,"#Maddow #Bitcoin #CNN #ElizabethWarren #Manchin #Covid_19 #Pelosi #TheSquad #NYC #AOC #FoxNews #MSNBC #BernieSanders #BlackLivesMatter #Democrats #Biden

#Russia killed children now, apt bldgs hit many children killed, Russia is EVIL #SaveUkraine #Ukraine 
https://t.co/4ifvqfXi1Q",maddow bitcoin cnn elizabethwarren manchin covid pelosi thesquad nyc aoc foxnew msnbc berniesand blacklivesmatt democrat biden russia kill child apt bldg hit mani child kill russia evil saveukrain ukrain http co ifvqfxiq
3410,"who sparked a movement that’s pushing this country closer to living out it’s true creed.

#BLACKLIVESMATTER #TrayvonMartin",spark movement push countri closer live true creed blacklivesmatt trayvonmartin
3411,RT @Daniel94445080: @ZandiSussex @SholaMos1 @SholaMos1 Is very Special and Rare. I can't imagine how life in UK would be like if @SholaMos1…,daniel zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo
3412,A very sad anniversary. #BlackLivesMatter #BlackHistoryMonth #EndRacism https://t.co/ibDsfWIrlQ,a sad anniversari blacklivesmatt blackhistorymonth endrac http co ibdsfwirlq
3413,#Africa #SouthAfrica #CapeTown #Eff #Anc #Ghana #Ethiopia #Kenya #Egypt #CapeTown #Zimbabwe work it out #Blackhistorymonth Day 26 #Blacklivesmatter forever ❤️💚💛 https://t.co/OMzvmrjSDy,africa southafrica capetown eff anc ghana ethiopia kenya egypt capetown zimbabw work blackhistorymonth day blacklivesmatt forev http co omzvmrjsdi
3414,RT @signinginoh: @CircleAllAccess @TheCrystalGayle @ladya @We_The_Kingdom @opry @thorogoodmusic @drewparkerplays It’s said you support a wh…,signinginoh circleallaccess thecrystalgayl ladya we the kingdom opri thorogoodmus drewparkerplay it said support wh
3415,"RT @UVWunion: Security guards @GreatOrmondSt Hospital are on strike for six weeks against racist outsourcing. ✊🏾

https://t.co/whYebPOonY…",uvwunion secur guard greatormondst hospit strike six week racist outsourc http co whyebpooni
3416,"@BarackObama An authentic account on self-introspecting, one's original mistakes, to affirm what must need a correction. #BlackLivesMatter",barackobama an authent account self introspect one origin mistak affirm must need correct blacklivesmatt
3417,"@ChristianPost ""Tony Perkins' and Family Research Council's ties to White Supremacists Still Unmentioned In News Reports"" https://t.co/ncBJBrUXda  #BLM #BlackLivesMatter #Christianity #FamilyResearchCouncil #DylannRoof #TonyPerkins #Whitesupremacy",christianpost toni perkin famili research council tie white supremacist still unment in news report http co ncbjbruxda blm blacklivesmatt christian familyresearchcouncil dylannroof tonyperkin whitesupremaci
3418,RT @BayouChic80: When will the violence end? When will Black Lives Matter to US? #BlackLivesMatter #NewOrleans #Louisiana https://t.co/HMHZ…,bayouch when violenc end when black live matter u blacklivesmatt neworlean louisiana http co hmhz
3419,"""Tensions between African &amp; Western states intensify especially around ICC’s alleged anti-African bias which reflects in ICC’s current exclusive trial of African nationals""

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",tension african amp western state intensifi especi around icc alleg anti african bia reflect icc current exclus trial african nation holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow
3420,RT @sosamulah: #Day26 and she still not home. If you seen her or know anything about her disappearance please call authorities. My daughter…,sosamulah day still home if seen know anyth disappear plea call author my daughter
3421,"RT @inartfairNYK: FORMULA 1 AFRICA any investors contact me so I can help design it please...

#HolocaustMemorialDay #MLK #GrenfellTower #B…",inartfairnyk formula africa investor contact i help design plea holocaustmemorialday mlk grenfelltow b
3422,"RT @inartfairNYK: ""Also, in many African states, not only were the legal requirements for the ICC to claim jurisdiction met, but the ICC wa…",inartfairnyk also mani african state legal requir icc claim jurisdict met icc wa
3423,RT @BayouChic80: When will the violence end? When will Black Lives Matter to US? #BlackLivesMatter #NewOrleans #Louisiana https://t.co/HMHZ…,bayouch when violenc end when black live matter u blacklivesmatt neworlean louisiana http co hmhz
3424,"RT @UVWunion: Security guards @GreatOrmondSt Hospital are on strike for six weeks against racist outsourcing. ✊🏾

https://t.co/whYebPOonY…",uvwunion secur guard greatormondst hospit strike six week racist outsourc http co whyebpooni
3425,@CircleAllAccess @TheCrystalGayle @ladya @We_The_Kingdom @opry @thorogoodmusic @drewparkerplays It’s said you support a white privileged racist group who tried to cancel @TheRealLadyA off all music platforms. #WhatstheAstandfor #BlackLivesMatter #Satisfyin’ #WhatAWhitePriviledgedRacistGroupCanDo,circleallaccess thecrystalgayl ladya we the kingdom opri thorogoodmus drewparkerplay it said support white privileg racist group tri cancel therealladya music platform whatstheastandfor blacklivesmatt satisfyin whatawhitepriviledgedracistgroupcando
3426,RT @Daniel94445080: @ZandiSussex @SholaMos1 @SholaMos1 Is very Special and Rare. I can't imagine how life in UK would be like if @SholaMos1…,daniel zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo
3427,"RT @BayouChic80: Congratulations, Queen! #BlackHistoryMonth #BlackLivesMatter #BlackHistory https://t.co/9Qd7lK3nGx",bayouch congratul queen blackhistorymonth blacklivesmatt blackhistori http co qdlkngx
3428,RT @achuorex1: @antonioguterres @UN Truly the @UN was born to end war. But I can confidently say that the @UN was born to promote war and g…,achuorex antonioguterr un truli un born end war but i confid say un born promot war g
3429,#Day26 and she still not home. If you seen her or know anything about her disappearance please call authorities. My daughter deserve too have her mother #FindLex #MissingPerson #BlackLivesMatter #BlackHistoryMonth #help #MOTHER #alexisware https://t.co/nDxQlr4xJd,day still home if seen know anyth disappear plea call author my daughter deserv mother findlex missingperson blacklivesmatt blackhistorymonth help mother alexiswar http co ndxqlrxjd
3430,"FORMULA 1 AFRICA any investors contact me so I can help design it please...

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow https://t.co/XX2uiyKgDm",formula africa investor contact i help design plea holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co xxuiykgdm
3431,"While Trayvon's murder helped ignite the #BlackLivesMatter movement, a decade later Black Americans still have to live in fear of being shot and killed. 

And families must work tirelessly to seek justice for these hate-fueled murders.
https://t.co/qVVg5r6zn3",while trayvon murder help ignit blacklivesmatt movement decad later black american still live fear shot kill and famili must work tirelessli seek justic hate fuel murder http co qvvgrzn
3432,RT @eaton_sandy: Emergency International Online Rally: No War in Ukraine! No to NATO! #nurses #BlackLivesMatter #1u @MassNurses @masspeacea…,eaton sandi emerg intern onlin ralli no war ukrain no nato nurs blacklivesmatt u massnurs masspeacea
3433,"@antonioguterres @UN Truly the @UN was born to end war. But I can confidently say that the @UN was born to promote war and give more veto powers to dictators and Oppressors. 
Daddy please save our lives in Cameroon🙏🙏🙏
#EndAnglophoneCrisis 
Sir @antonioguterres 
#BlackLivesMatter",antonioguterr un truli un born end war but i confid say un born promot war give veto power dictat oppressor daddi plea save live cameroon endanglophonecrisi sir antonioguterr blacklivesmatt
3434,"RT @bouncetv: A decade later, we will continue to say his name and fight for justice in our community. ✊🏾 #TrayvonMartin #BlackLivesMatter…",bouncetv a decad later continu say name fight justic commun trayvonmartin blacklivesmatt
3435,"RT @BruceBourgoine: Appropriate notice given that #police at any similar incident are never bystanders.

#resist #VoteBlue2022 #mepolitics…",brucebourgoin appropri notic given polic similar incid never bystand resist voteblu mepolit
3436,"RT @BruceBourgoine: Appropriate notice given that #police at any similar incident are never bystanders.

#resist #VoteBlue2022 #mepolitics…",brucebourgoin appropri notic given polic similar incid never bystand resist voteblu mepolit
3437,"""Also, in many African states, not only were the legal requirements for the ICC to claim jurisdiction met, but the ICC was also called upon to intervene by African states.""

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",also mani african state legal requir icc claim jurisdict met icc also call upon interven african state holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow
3438,@BettyMagness1 @TJC_DC @iam_healed #BlackLivesMatter Florida teen Trayvon Martin is shot and killed https://t.co/CWf0rHg4jf,bettymag tjc dc iam heal blacklivesmatt florida teen trayvon martin shot kill http co cwfrhgjf
3439,"RT @wedi_atse: “This is the saddest moment of my life” @antonioguterres 

But you don’t care about the #TigrayGenocide right?
#BlackLivesMa…",wedi at thi saddest moment life antonioguterr but care tigraygenocid right blacklivesma
3440,John Crawford III #BlackLivesMatter,john crawford iii blacklivesmatt
3441,"@ZinnEdProject And it goes like this... Sweet honey in the rock - Ella's Song
@ZinnEdProject #BlackHistoryMonth #BlackLivesMatter #Blackhistorymonth2022 #TrayvonMartin 

https://t.co/pHLTg8HigX",zinnedproject and goe like sweet honey rock ella song zinnedproject blackhistorymonth blacklivesmatt blackhistorymonth trayvonmartin http co phltghigx
3442,"Ten years…
#TrayvonMartin 
#BlackLivesMatter https://t.co/6eItXHc5Kg",ten year trayvonmartin blacklivesmatt http co eitxhckg
3443,"""Africans were the main targets of ICC even though mass atrocities were committed elsewhere too, but no credible effort were made to take action against those perpetrators""

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",african main target icc even though mass atroc commit elsewher credibl effort made take action perpetr holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow
3444,"RT @BruceBourgoine: Appropriate notice given that #police at any similar incident are never bystanders.

#resist #VoteBlue2022 #mepolitics…",brucebourgoin appropri notic given polic similar incid never bystand resist voteblu mepolit
3445,"RT @lonasanchez70: When will the violence end? When will Black Lives Matter to US? 
#BlackLivesMatter #NewOrlean https://t.co/CRBYAc6Lgo",lonasanchez when violenc end when black live matter u blacklivesmatt neworlean http co crbyaclgo
3446,"RT @inartfairNYK: ""Hence, some AU member states such as Senegal, Niger, Congo (DRC) were instrumental in the creation of the RS and the est…",inartfairnyk henc au member state seneg niger congo drc instrument creation r est
3447,RT @VFSMason: #GMU Project Examines Black Community That Once Thrived in the Area #BlackLivesNextDoor ⭐ #BlackHistoryMonth @Mason_AAAS @lan…,vfsmason gmu project examin black commun that onc thrive area blacklivesnextdoor blackhistorymonth mason aaa lan
3448,"At the request of our organization, @JudgeClayJ has declared today #TrayvonMartin Day in Dallas County; his legacy lives forever and never be forgotten.

@SybrinaFulton Trayvon lives in our hearts forever and our fight for change in America. @AttorneyCrump

#BlackLivesMatter https://t.co/0F8PyMdXva",at request organ judgeclayj declar today trayvonmartin day dalla counti legaci live forev never forgotten sybrinafulton trayvon live heart forev fight chang america attorneycrump blacklivesmatt http co fpymdxva
3449,I love how BLM is mad coz noone cares about em now. fucking clowns. Also it's funny how they think they're more important than Ukraine  🤡 get u ur priorities right slavery is long over. #BLM #BlackLivesMatter #blm,i love blm mad coz noon care em fuck clown also funni think import ukrain get u ur prioriti right slaveri long blm blacklivesmatt blm
3450,"RT @rosaluxglobal: Ten years ago today, Trayvon Martin was shot dead in Florida after visiting a grocery store. The perpetrator, member of…",rosaluxglob ten year ago today trayvon martin shot dead florida visit groceri store the perpetr member
3451,"RT @bouncetv: A decade later, we will continue to say his name and fight for justice in our community. ✊🏾 #TrayvonMartin #BlackLivesMatter…",bouncetv a decad later continu say name fight justic commun trayvonmartin blacklivesmatt
