document_id,clean_text,sentiment
3136,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3137,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3138,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3139,are ukrainian equival black peopl amerikkka putin istandwithukrain blacklivesmatt,Negative
3140,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3141,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3142,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3143,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3144,sustainabaddi today elijah mcclain would blacklivesmatt elijahmcclain,Neutral
3145,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3146,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3147,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3148,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3149,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3150,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3151,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3152,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3153,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3154,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3155,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3156,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3157,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3158,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3159,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3160,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3161,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3162,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3163,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3164,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3165,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3166,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3167,between russian mercenari said involv car nine year civil war the conflict kill thousand http co dwsjgjsa holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Neutral
3168,our immigr system reflect anti black racism run rampant crimin justic system do work get inform immigrationisablackissu blacklivesmatt http co fhoynziyz,Negative
3169,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3170,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3171,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3172,homeinnoc year later rememb trayvon martin honor memori continu fight justic trayvonmartin b,Neutral
3173,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3174,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3175,tracyexplain watch courttv march but befor then watch courttv pm et black histori make w michael aya,Negative
3176,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3177,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3178,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3179,listen say name chang someon mind blacklivesmatt http co jmqzbijix,Neutral
3180,nbcconnecticut month if blacklivesmatt would got life jail,Negative
3181,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3182,at everi opportun black peopl still treat le my alreadi hurt heart broken blacklivesmatt racism blm http co fjujzqfvb,Negative
3183,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3184,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3185,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3186,saturdayisforread whatcha read day twitter i read incred sisteroutsid audrelord love what read friend booktwitt readingforpleasur blacklivesmatt,Positive
3187,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3188,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3189,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3190,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3191,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3192,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3193,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3194,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3195,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3196,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3197,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3198,ye trayvon mani black live blacklivesmatt blackhistorymonth blacktwitt racialsocialjustic nytim http co spnvzjtmac,Negative
3199,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3200,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3201,putin hire gun shot rape civilian central african civil war http co dwsjgjsa holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Neutral
3202,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3203,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3204,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3205,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3206,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3207,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3208,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3209,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3210,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3211,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3212,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3213,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3214,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3215,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3216,melissaroseyyc when someon suffer mental health crisi fuck murder stop call the cop yyc aboli,Negative
3217,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3218,donniesimpson spark movement push countri closer live true creed blacklivesmatt trayvonmart,Positive
3219,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3220,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3221,flrise year tragic murder trayvon martin put massiv scrutini onto florida stand your ground law fl gop,Negative
3222,ten year trayvonmartin blacklivesmatt http co fgrdxgj,Neutral
3223,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3224,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3225,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3226,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3227,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3228,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3229,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3230,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3231,most u heard littl trayvonmartin day kill it took time local activ elev name sen injustic take hold nation amp blacklivesmatt becam galvan call action the injustic continu amp must call http co ayuctaifn,Positive
3232,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3233,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3234,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3235,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3236,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3237,sankofa exchang ltd for market amp diver advic plea call equal diver amp inclus in profession servic project manag research market amp technolog blacklivesmatt http co kblgptoru,Neutral
3238,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3239,it estim second independ autopsi cost around k thank lot yourrightscamp wonder initi all type hate crime must stop blacklivesmatt helpingpoorpeopl http co vxpvbfi,Negative
3240,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3241,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3242,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3243,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3244,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3245,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3246,no ammo so offici foxnew foxnew cabl medium outlet creat narr brave citizen fight russian militari what citizen commit suicid russian watch ado fba b ukrain russia war blacklivesmatt http co blrvhufg,Positive
3247,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3248,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3249,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3250,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3251,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3252,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3253,stephenreport the acquitt case respons intern hashtag blacklivesmatt start highli fami,Neutral
3254,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3255,fact case drawn africa involv african non african actor arguabl particip conflict atroc contin contribut percept holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Neutral
3256,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3257,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3258,nickjayr they real ukrainian peopl black man alway prosecut blacklivesmatt standforukrain,Positive
3259,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3260,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3261,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3262,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3263,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3264,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3265,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3266,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3267,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3268,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3269,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3270,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3271,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3272,dukeofn ten year ago travonmartin kill wethepeopl still need policereform pas georg floyd act blacklivesmatt al,Neutral
3273,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3274,listen hear they say stand crap like blacklivesmatt transright believ hitler esqu putin might good thing goptraitorstodemocraci http co xthofiysj,Negative
3275,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3276,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3277,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3278,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3279,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3280,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3281,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3282,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3283,mtsumi kasidi in remembr malcolm x blackhistorymonth blacklivesmatt lowerfoodpric http co rogsko,Neutral
3284,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3285,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3286,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3287,messageblackman we must never forget the black holocaust blackhistorymonth blackhistori blacklivesmatt http co eftrzb,Negative
3288,florent joe joke blacklivesmatt not funni black peopl experienc terror polic don t call polic,Negative
3289,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3290,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3291,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3292,liberalresist truth blacklivesmatt teachfact http co ouwfpppni,Neutral
3293,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3294,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3295,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3296,defund smyrna polic blacklivesmatt,Neutral
3297,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3298,aakankshit umm just wtf blacklivesmatt ukrainerussiacrisi http co lklhdkaueo,Negative
3299,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3300,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3301,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3302,luigiomalley year ago today trayvon martin blacklivesmatt http co xpmnmxt,Neutral
3303,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3304,sanghisunit blacklivesmatt http co rcujewv,Neutral
3305,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3306,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3307,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3308,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3309,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3310,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3311,just like i birthday week back i hoodi memori he should be here blacklivesmatt trayvonmartin http co ritfucxzvj,Neutral
3312,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3313,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3314,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3315,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3316,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3317,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3318,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3319,homeinnoc year later rememb trayvon martin honor memori continu fight justic trayvonmartin b,Neutral
3320,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3321,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3322,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3323,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3324,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3325,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3326,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3327,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3328,initi georg zimmerman charg w nd degre murder later acquit charg it phrase blacklivesmatt becam worldwid ralli cri trayvonmartin,Neutral
3329,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3330,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3331,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3332,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3333,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3334,homeinnoc year later rememb trayvon martin honor memori continu fight justic trayvonmartin b,Neutral
3335,luigiomalley year ago today trayvon martin blacklivesmatt http co xpmnmxt,Neutral
3336,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3337,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3338,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3339,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3340,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3341,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3342,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3343,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3344,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3345,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3346,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3347,thu gener percept africa otp practis select prosecut use geopolit consider target africa cast blind eye atroc commit syria holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co dxbfssltji,Negative
3348,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3349,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3350,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3351,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3352,africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac,Negative
3353,inartfairnyk the icc repres tool western power demean alreadi demean victim past coloni hel,Negative
3354,year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blacklivesmatt http co caioxgbq,Negative
3355,florent i watch that foolish blacklivesmatt want everyth burn neighborhood insult fals shame tyler perri,Neutral
3356,ultimenotizi finlandia svezia alreadi nato russia notic russia invad invad mfa russia freeukrain peacenowar womanlivesmatt blacklivesmatt nojusticenopeac vonderleyen ep presid lagard kamalaharri http co pwccgbrb,Neutral
3357,krisb brown while trayvon murder help ignit blacklivesmatt movement decad later black american still live,Negative
3358,we must end syg blacklivesmatt i still hear trayvon martin yell help trayvonmartin http co ewwgakxnt,Neutral
3359,victor white iii blacklivesmatt,Neutral
3360,pensicola florida polic caus brain damag year old african american infant support corymarioneauxjr face attempt murder charg no word describ naacp blacklivesmatt boycott navyfederalcreditunion withdraw all fund http co offwowtda,Positive
3361,doumar prais wwupdat except black peopl blacklivesmatt,Negative
3362,theblkpanth the afro latino redefin black histori rememb http co xjnbfrn justiceforal blacklivesma,Negative
3363,luigiomalley year ago today trayvon martin blacklivesmatt http co xpmnmxt,Neutral
3364,theblkpanth the afro latino redefin black histori rememb http co xjnbfrn justiceforal blacklivesma,Negative
3365,wwupdat except black peopl blacklivesmatt,Negative
3366,krisb brown while trayvon murder help ignit blacklivesmatt movement decad later black american still live,Negative
3367,the icc repres tool western power demean alreadi demean victim past coloni help law mere tool western domin holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Negative
3368,luigiomalley year ago today trayvon martin blacklivesmatt http co xpmnmxt,Neutral
3369,homeinnoc year later rememb trayvon martin honor memori continu fight justic trayvonmartin b,Neutral
3370,ten year ago travonmartin kill wethepeopl still need policereform pas georg floyd act blacklivesmatt all live matter black live treat equal,Positive
3371,donniesimpson spark movement push countri closer live true creed blacklivesmatt trayvonmart,Positive
3372,donniesimpson spark movement push countri closer live true creed blacklivesmatt trayvonmart,Positive
3373,covi agre antifa blacklivesmatt brought justic,Neutral
3374,womenwotw bettymag tjc dc iam heal blacklivesmatt florida teen trayvon martin shot kill http co cwfrhgjf,Neutral
3375,nicolaademarco asstsecstateaf there ethiopian diaspora usa oromo ethnic group insid one nation call,Neutral
3376,arrest putin holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co hcoobclpi,Negative
3377,mindcit u which american fight vote right support like retweet mlk john lewi ignor mitch mcconn,Positive
3378,tbashark mon jun dc washington dc australian news crew protest attack polic watch http co ojjsqulau d,Neutral
3379,year later rememb trayvon martin honor memori continu fight justic trayvonmartin blacklivesmatt saytheirnam http co iediondz,Neutral
3380,friendli remind plenti war alreadi palestin africa afghanistan mali ethiopia eritrea blm blacklivesmatt muslimlivesmatt nativelivesmatt http co bvvburjg,Neutral
3381,harm none you no follow follow noff prochoic abortionishealthcar abortionisaright womensempower stoptheshock autism getvaccin wearamask mentalhealthawar acab blacklivesmatt,Neutral
3382,ultrarotom urgent plea help peopl kenya share donat run money foo,Neutral
3383,lemstraw noliewithbtc imagin candac owen would depart educ peopl fought,Neutral
3384,bcb dyani u edzofpain m baku one king t challa enemi hard take becom black panther savetcha,Negative
3385,thi postcoloni view icc portray court western master exercis imperi power african subject http co pcdrvwkm holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Negative
3386,mon jun dc washington dc australian news crew protest attack polic watch http co ojjsqulau dcwashington dc dpd blacklivesmatt blm defundthepolic abolishthepolic,Neutral
3387,cheridinovo thi shock we knew transphobia etc editor harvard law review year experi,Neutral
3388,womenwotw bettymag tjc dc iam heal blacklivesmatt florida teen trayvon martin shot kill http co cwfrhgjf,Neutral
3389,professor mamdani accus icc rapidli turn western court tri african crime human holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Neutral
3390,luelhelen the least tweet tigraygenocid blacklivesmatt tigraycantwait,Negative
3391,isasaxonist tamir rice age die nov kill play park toy gun someon call cop,Neutral
3392,allaboveal trayvonmartin still he turn month surround friend famili today,Neutral
3393,trayvonmartin still he turn month surround friend famili today rememb say name keep fight racial justic blacklivesmatt restinpow,Neutral
3394,isasaxonist trayvon martin age die feb racial profil walk home skittl amp arizona wate,Neutral
3395,barackobama thank rememb blacklivesmatt,Neutral
3396,isasaxonist for ask antiracist tip amp recommend read i compil previou thread info meta,Neutral
3397,ten thirteen situat investig icc concern african state all conclud case icc african http co pcdrvwkm holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Neutral
3398,masterjoeyjedi falklandswar jewlivesmatt rememb also travyonmartin blacklivesmatt movement start georg zimmerman,Neutral
3399,genxisnotwok maddow bitcoin cnn elizabethwarren manchin covid pelosi thesquad nyc aoc foxnew msnbc berniesand bl,Neutral
3400,blacklivesmatt everylivesmatt it time work financi freedom everyon billion popul earth billionair it shame mankind decentr financ human nft differ other nft eth bitcoin nftcommun http co lijgiapp,Negative
3401,inartfairnyk formula africa investor contact i help design plea holocaustmemorialday mlk grenfelltow b,Neutral
3402,falklandswar jewlivesmatt rememb also travyonmartin blacklivesmatt movement start georg zimmerman kill young american walk home http co timouginv,Positive
3403,sosamulah day still home if seen know anyth disappear plea call author my daughter,Neutral
3404,maddow bitcoin cnn elizabethwarren manchin covid pelosi thesquad nyc aoc foxnew msnbc berniesand blacklivesmatt democrat biden nato pussi arm ukrain now http co eskadb,Neutral
3405,achuorex antonioguterr un truli un born end war but i confid say un born promot war g,Neutral
3406,larryeld larri elder highlight realiti slap larri elder give black live matter leader lectur crime poverti epochti,Negative
3407,obamafound barackobama veri move statement sir such heartbreak anniversari there still much work one peopl achiev peac blacklivesmatt,Positive
3408,year ago today trayvon martin blacklivesmatt http co xpmnmxt,Neutral
3409,maddow bitcoin cnn elizabethwarren manchin covid pelosi thesquad nyc aoc foxnew msnbc berniesand blacklivesmatt democrat biden russia kill child apt bldg hit mani child kill russia evil saveukrain ukrain http co ifvqfxiq,Negative
3410,spark movement push countri closer live true creed blacklivesmatt trayvonmartin,Positive
3411,daniel zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo,Positive
3412,a sad anniversari blacklivesmatt blackhistorymonth endrac http co ibdsfwirlq,Negative
3413,africa southafrica capetown eff anc ghana ethiopia kenya egypt capetown zimbabw work blackhistorymonth day blacklivesmatt forev http co omzvmrjsdi,Neutral
3414,signinginoh circleallaccess thecrystalgayl ladya we the kingdom opri thorogoodmus drewparkerplay it said support wh,Neutral
3415,uvwunion secur guard greatormondst hospit strike six week racist outsourc http co whyebpooni,Neutral
3416,barackobama an authent account self introspect one origin mistak affirm must need correct blacklivesmatt,Neutral
3417,christianpost toni perkin famili research council tie white supremacist still unment in news report http co ncbjbruxda blm blacklivesmatt christian familyresearchcouncil dylannroof tonyperkin whitesupremaci,Neutral
3418,bayouch when violenc end when black live matter u blacklivesmatt neworlean louisiana http co hmhz,Negative
3419,tension african amp western state intensifi especi around icc alleg anti african bia reflect icc current exclus trial african nation holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Neutral
3420,sosamulah day still home if seen know anyth disappear plea call author my daughter,Neutral
3421,inartfairnyk formula africa investor contact i help design plea holocaustmemorialday mlk grenfelltow b,Neutral
3422,inartfairnyk also mani african state legal requir icc claim jurisdict met icc wa,Positive
3423,bayouch when violenc end when black live matter u blacklivesmatt neworlean louisiana http co hmhz,Negative
3424,uvwunion secur guard greatormondst hospit strike six week racist outsourc http co whyebpooni,Neutral
3425,circleallaccess thecrystalgayl ladya we the kingdom opri thorogoodmus drewparkerplay it said support white privileg racist group tri cancel therealladya music platform whatstheastandfor blacklivesmatt satisfyin whatawhitepriviledgedracistgroupcando,Neutral
3426,daniel zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo,Positive
3427,bayouch congratul queen blackhistorymonth blacklivesmatt blackhistori http co qdlkngx,Neutral
3428,achuorex antonioguterr un truli un born end war but i confid say un born promot war g,Neutral
3429,day still home if seen know anyth disappear plea call author my daughter deserv mother findlex missingperson blacklivesmatt blackhistorymonth help mother alexiswar http co ndxqlrxjd,Neutral
3430,formula africa investor contact i help design plea holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co xxuiykgdm,Neutral
